customer_id,first_name,last_name,email,age,gender,city,state,country,favorite_nba_team,favorite_players,wnba_team_interest,merch_purchased,total_spent_usd,purchase_frequency,game_attendance,tv_viewing_hours,social_media_engagement,sports_news_engagement,recommendation_score
error: undefined method `first' for nil:NilClass,Justina,Jorioz,jjorioze6@slate.com,26,F,Sacramento,CA,United States,Los Angeles Lakers,Chris Paul,Washington Mystics,water bottles,Dollar,0,5,10.7,51,45,0.71
error: undefined method `first' for nil:NilClass,Franni,Nel,fnele7@posterous.com,25,F,Kansas City,MO,United States,Toronto Raptors,Jayson Tatum,,sweatshirts,Dollar,0,2,9.2,30,53,0.58
error: undefined method `first' for nil:NilClass,Ky,Cabbell,kcabbelle8@ftc.gov,79,M,Saint Louis,MO,United States,Los Angeles Lakers,Kyrie Irving,Washington Mystics,water bottles,Dollar,4,3,9.0,39,72,0.73
error: undefined method `first' for nil:NilClass,Chet,Robert,croberte9@t-online.de,58,M,Charleston,WV,United States,Los Angeles Lakers,Dejounte Murray,New York Liberty,socks,Dollar,6,4,5.8,45,46,0.51
error: undefined method `first' for nil:NilClass,Ernestus,Bennellick,ebennellickea@typepad.com,56,M,New York City,NY,United States,Dallas Mavericks,Kyrie Irving,Las Vegas Aces,jerseys,Dollar,5,7,4.2,71,78,0.58
error: undefined method `first' for nil:NilClass,Abey,Raccio,araccioeb@disqus.com,32,M,Hamilton,OH,United States,Golden State Warriors,Fred VanVleet,Washington Mystics,backpacks,Dollar,2,8,6.2,67,58,0.41
error: undefined method `first' for nil:NilClass,Pauly,Beeze,pbeezeec@wsj.com,75,M,Staten Island,NY,United States,Los Angeles Lakers,Paul George,Atlanta Dream,jerseys,Dollar,5,1,10.9,57,56,0.66
error: undefined method `first' for nil:NilClass,Ludwig,Jewise,ljewiseed@squidoo.com,58,M,Philadelphia,PA,United States,Golden State Warriors,John Collins,Washington Mystics,phone cases,Dollar,1,7,9.5,35,63,0.4
error: undefined method `first' for nil:NilClass,Alie,Klosges,aklosgesee@canalblog.com,64,F,Irving,TX,United States,Houston Rockets,Julius Randle,Las Vegas Aces,phone cases,Dollar,2,7,7.9,45,64,0.59
error: undefined method `first' for nil:NilClass,Bunnie,Cranstoun,bcranstounef@kickstarter.com,65,F,Charlotte,NC,United States,Miami Heat,Joel Embiid,New York Liberty,hats,Dollar,0,7,4.1,75,78,0.66
error: undefined method `first' for nil:NilClass,Bebe,Blemings,bblemingseg@printfriendly.com,71,F,Van Nuys,CA,United States,Toronto Raptors,D'Angelo Russell,Los Angeles Sparks,keychains,Dollar,4,1,8.3,75,56,0.51
error: undefined method `first' for nil:NilClass,Mechelle,Klimontovich,mklimontovicheh@discovery.com,24,F,Houston,TX,United States,Philadelphia 76ers,Stephen Curry,Chicago Sky,hats,Dollar,3,3,5.1,32,74,0.39
error: undefined method `first' for nil:NilClass,Sela,Bronger,sbrongerei@youtube.com,18,F,San Francisco,CA,United States,Chicago Bulls,Kevin Durant,Atlanta Dream,water bottles,Dollar,5,7,4.6,61,49,0.46
error: undefined method `first' for nil:NilClass,Tori,Hamberston,thamberstonej@telegraph.co.uk,30,F,Washington,DC,United States,Toronto Raptors,Brandon Ingram,Las Vegas Aces,blankets,Dollar,6,1,4.4,31,57,0.31
error: undefined method `first' for nil:NilClass,Melody,Hollyard,mhollyardek@gizmodo.com,51,F,Newport Beach,CA,United States,Philadelphia 76ers,Bam Adebayo,,sweatshirts,Dollar,6,4,6.5,85,51,0.33
error: undefined method `first' for nil:NilClass,Gayel,Tefft,gtefftel@about.me,26,F,Washington,DC,United States,Dallas Mavericks,Kyrie Irving,New York Liberty,phone cases,Dollar,6,5,5.7,73,52,0.76
error: undefined method `first' for nil:NilClass,Bernadette,Strong,bstrongem@macromedia.com,61,F,Young America,MN,United States,Toronto Raptors,Russell Westbrook,Washington Mystics,sweatshirts,Dollar,5,1,9.4,83,69,0.73
error: undefined method `first' for nil:NilClass,Stewart,Drinnan,sdrinnanen@redcross.org,45,M,Amarillo,TX,United States,Dallas Mavericks,Zach LaVine,Los Angeles Sparks,keychains,Dollar,3,0,6.8,63,77,0.49
error: undefined method `first' for nil:NilClass,Denise,Laneham,dlanehameo@ed.gov,26,F,Grand Junction,CO,United States,Los Angeles Lakers,DeMar DeRozan,Dallas Wings,phone cases,Dollar,6,0,7.9,79,80,0.79
error: undefined method `first' for nil:NilClass,Brittney,Hewson,bhewsonep@marriott.com,40,F,Seattle,WA,United States,Toronto Raptors,Trae Young,Chicago Sky,posters,Dollar,1,5,8.8,38,62,0.5
error: undefined method `first' for nil:NilClass,Merwin,Depka,mdepkaeq@hatena.ne.jp,35,M,San Antonio,TX,United States,Boston Celtics,Kristaps Porzingis,Las Vegas Aces,phone cases,Dollar,0,0,10.5,42,62,0.82
error: undefined method `first' for nil:NilClass,Chrystal,Dayne,cdayneer@ox.ac.uk,34,F,Pittsburgh,PA,United States,Los Angeles Lakers,Ben Simmons,Las Vegas Aces,hats,Dollar,3,6,4.1,59,44,0.63
error: undefined method `first' for nil:NilClass,Sansone,Blasli,sblaslies@mail.ru,41,M,Boston,MA,United States,Denver Nuggets,Jayson Tatum,Dallas Wings,blankets,Dollar,2,5,11.6,59,47,0.33
error: undefined method `first' for nil:NilClass,Dara,Cammish,dcammishet@virginia.edu,76,F,Houston,TX,United States,Golden State Warriors,CJ McCollum,Phoenix Mercury,jerseys,Dollar,1,4,6.1,31,61,0.5
error: undefined method `first' for nil:NilClass,Virgie,Elt,velteu@nba.com,18,F,Dallas,TX,United States,Boston Celtics,CJ McCollum,New York Liberty,posters,Dollar,6,2,7.5,56,61,0.78
error: undefined method `first' for nil:NilClass,Rodrick,Ree,rreeev@bizjournals.com,59,M,Toledo,OH,United States,Chicago Bulls,Myles Turner,Seattle Storm,sweatshirts,Dollar,3,3,5.3,42,68,0.73
error: undefined method `first' for nil:NilClass,Eden,Matschke,ematschkeew@google.com.au,32,F,Fort Lauderdale,FL,United States,Dallas Mavericks,Kawhi Leonard,,blankets,Dollar,5,0,11.3,66,45,0.53
error: undefined method `first' for nil:NilClass,Milty,Matasov,mmatasovex@facebook.com,20,M,Atlanta,GA,United States,Golden State Warriors,Karl-Anthony Towns,Dallas Wings,phone cases,Dollar,3,1,9.0,57,56,0.8
error: undefined method `first' for nil:NilClass,Page,Richard,prichardey@huffingtonpost.com,25,M,Marietta,GA,United States,Golden State Warriors,Dejounte Murray,Las Vegas Aces,hats,Dollar,0,4,8.0,89,50,0.4
error: undefined method `first' for nil:NilClass,Mirelle,Pimlock,mpimlockez@pagesperso-orange.fr,61,F,Baton Rouge,LA,United States,Golden State Warriors,James Harden,Minnesota Lynx,keychains,Dollar,0,0,10.3,77,77,0.41
error: undefined method `first' for nil:NilClass,Micheline,Stockoe,mstockoef0@github.io,77,F,Boston,MA,United States,Los Angeles Lakers,Brandon Ingram,Atlanta Dream,backpacks,Dollar,0,1,8.9,71,57,0.65
error: undefined method `first' for nil:NilClass,Lilah,Saing,lsaingf1@so-net.ne.jp,70,F,Charlotte,NC,United States,Golden State Warriors,Russell Westbrook,,backpacks,Dollar,0,1,11.2,39,66,0.38
error: undefined method `first' for nil:NilClass,Michel,Husthwaite,mhusthwaitef2@hugedomains.com,18,M,Shawnee Mission,KS,United States,Miami Heat,Jayson Tatum,,water bottles,Dollar,5,4,10.8,65,59,0.38
error: undefined method `first' for nil:NilClass,Barnaby,Haysar,bhaysarf3@ovh.net,46,M,Houston,TX,United States,Chicago Bulls,Pascal Siakam,,socks,Dollar,2,8,11.7,58,70,0.6
error: undefined method `first' for nil:NilClass,Celestyn,Lindop,clindopf4@comsenz.com,68,F,Shreveport,LA,United States,Philadelphia 76ers,Klay Thompson,Seattle Storm,jerseys,Dollar,1,5,8.3,69,46,0.35
error: undefined method `first' for nil:NilClass,Ermina,Cumberledge,ecumberledgef5@si.edu,46,F,Worcester,MA,United States,Miami Heat,James Harden,Chicago Sky,phone cases,Dollar,5,4,11.7,74,65,0.79
error: undefined method `first' for nil:NilClass,Anthia,Clemmen,aclemmenf6@ovh.net,47,F,Kansas City,MO,United States,Denver Nuggets,D'Angelo Russell,,water bottles,Dollar,5,1,10.2,38,60,0.45
error: undefined method `first' for nil:NilClass,Astra,ducarme,aducarmef7@usnews.com,38,F,Chicago,IL,United States,Los Angeles Lakers,Zach LaVine,Los Angeles Sparks,sweatshirts,Dollar,6,0,7.4,39,72,0.69
error: undefined method `first' for nil:NilClass,Melitta,Kellough,mkelloughf8@paginegialle.it,32,F,Scottsdale,AZ,United States,Los Angeles Lakers,Kevin Durant,Seattle Storm,water bottles,Dollar,2,7,7.4,36,54,0.59
error: undefined method `first' for nil:NilClass,Dusty,Morman,dmormanf9@blog.com,80,F,Melbourne,FL,United States,Miami Heat,Chris Paul,Atlanta Dream,phone cases,Dollar,1,3,6.4,83,80,0.55
error: undefined method `first' for nil:NilClass,Lilllie,Gaunson,lgaunsonfa@examiner.com,69,F,Birmingham,AL,United States,Philadelphia 76ers,Nikola Jokic,Seattle Storm,water bottles,Dollar,6,3,10.6,74,79,0.59
error: undefined method `first' for nil:NilClass,Melisent,Beat,mbeatfb@dailymotion.com,21,F,Bismarck,ND,United States,Golden State Warriors,Paul George,Atlanta Dream,sweatshirts,Dollar,3,5,5.8,51,68,0.36
error: undefined method `first' for nil:NilClass,Meara,Reubens,mreubensfc@about.me,38,F,Spokane,WA,United States,Denver Nuggets,John Collins,Los Angeles Sparks,keychains,Dollar,1,0,11.1,58,49,0.55
error: undefined method `first' for nil:NilClass,Alexio,Slott,aslottfd@usa.gov,77,M,Toledo,OH,United States,Boston Celtics,Kyle Lowry,,hats,Dollar,3,3,4.5,36,61,0.44
error: undefined method `first' for nil:NilClass,Salomo,Agutter,sagutterfe@live.com,22,M,Flushing,NY,United States,Golden State Warriors,Kawhi Leonard,,phone cases,Dollar,2,4,6.9,78,78,0.33
error: undefined method `first' for nil:NilClass,Britta,Minto,bmintoff@cpanel.net,25,F,Brooklyn,NY,United States,Philadelphia 76ers,Ben Simmons,,phone cases,Dollar,3,0,9.2,84,53,0.35
error: undefined method `first' for nil:NilClass,Lorianna,Bariball,lbariballfg@disqus.com,61,F,Sioux Falls,SD,United States,Los Angeles Lakers,Russell Westbrook,Washington Mystics,hats,Dollar,2,8,9.1,76,71,0.64
error: undefined method `first' for nil:NilClass,Raf,Pacitti,rpacittifh@discovery.com,20,F,Orlando,FL,United States,Toronto Raptors,Kyle Lowry,Washington Mystics,blankets,Dollar,1,1,8.4,39,47,0.67
error: undefined method `first' for nil:NilClass,Sherwynd,Doag,sdoagfi@amazon.co.jp,70,M,Washington,DC,United States,Dallas Mavericks,Zach LaVine,Chicago Sky,phone cases,Dollar,5,5,4.0,43,70,0.78
error: undefined method `first' for nil:NilClass,Toni,D'Hooge,tdhoogefj@furl.net,22,F,Richmond,VA,United States,Miami Heat,LeBron James,Washington Mystics,blankets,Dollar,1,1,4.8,80,55,0.55
error: undefined method `first' for nil:NilClass,Cleve,Risely,criselyfk@usatoday.com,22,M,Lima,OH,United States,Chicago Bulls,Anthony Davis,Seattle Storm,backpacks,Dollar,2,6,9.2,45,46,0.58
error: undefined method `first' for nil:NilClass,Carleton,Jessard,cjessardfl@scribd.com,36,M,Torrance,CA,United States,Los Angeles Lakers,Bam Adebayo,New York Liberty,water bottles,Dollar,0,4,6.6,64,50,0.57
error: undefined method `first' for nil:NilClass,Fredia,Ilyasov,filyasovfm@jiathis.com,56,F,Dallas,TX,United States,Boston Celtics,De'Aaron Fox,Los Angeles Sparks,blankets,Dollar,2,3,7.7,89,49,0.41
error: undefined method `first' for nil:NilClass,Waverly,Hucquart,whucquartfn@umn.edu,66,M,Beaverton,OR,United States,Chicago Bulls,Myles Turner,Chicago Sky,phone cases,Dollar,1,2,7.0,52,76,0.52
error: undefined method `first' for nil:NilClass,Berty,Druhan,bdruhanfo@nationalgeographic.com,28,F,Philadelphia,PA,United States,Philadelphia 76ers,Karl-Anthony Towns,Washington Mystics,hats,Dollar,5,3,11.8,56,51,0.81
error: undefined method `first' for nil:NilClass,Phineas,Escala,pescalafp@nationalgeographic.com,58,M,Concord,CA,United States,Los Angeles Lakers,Kyrie Irving,,posters,Dollar,5,5,6.1,50,48,0.8
error: undefined method `first' for nil:NilClass,Giff,Lambart,glambartfq@etsy.com,38,M,Sacramento,CA,United States,Golden State Warriors,Fred VanVleet,New York Liberty,jerseys,Dollar,2,0,11.3,39,42,0.59
error: undefined method `first' for nil:NilClass,Xylina,Cully,xcullyfr@merriam-webster.com,58,F,Richmond,VA,United States,Los Angeles Lakers,Kyrie Irving,Minnesota Lynx,keychains,Dollar,2,8,7.5,75,69,0.66
error: undefined method `first' for nil:NilClass,Traver,Tuddall,ttuddallfs@mlb.com,74,M,Tampa,FL,United States,Denver Nuggets,Kristaps Porzingis,,sweatshirts,Dollar,6,6,9.1,51,42,0.58
error: undefined method `first' for nil:NilClass,Nellie,Brotherhead,nbrotherheadft@uiuc.edu,42,F,Sacramento,CA,United States,Dallas Mavericks,James Harden,,posters,Dollar,1,4,9.6,90,50,0.48
error: undefined method `first' for nil:NilClass,Nikki,Spendley,nspendleyfu@omniture.com,60,F,Trenton,NJ,United States,Los Angeles Lakers,Rudy Gobert,Chicago Sky,blankets,Dollar,6,1,6.5,59,71,0.41
error: undefined method `first' for nil:NilClass,Austine,Haith,ahaithfv@eepurl.com,45,F,El Paso,TX,United States,Chicago Bulls,Jayson Tatum,New York Liberty,hats,Dollar,5,6,4.0,35,40,0.41
error: undefined method `first' for nil:NilClass,Patty,Firebrace,pfirebracefw@java.com,59,M,Tulsa,OK,United States,Philadelphia 76ers,Jayson Tatum,Seattle Storm,phone cases,Dollar,3,7,8.0,73,43,0.81
error: undefined method `first' for nil:NilClass,Marcelle,Emanuelli,memanuellifx@seattletimes.com,66,F,Washington,DC,United States,Miami Heat,Brandon Ingram,Chicago Sky,keychains,Dollar,3,8,6.7,76,73,0.59
error: undefined method `first' for nil:NilClass,Petr,Glaum,pglaumfy@technorati.com,72,M,Boynton Beach,FL,United States,Boston Celtics,Russell Westbrook,New York Liberty,backpacks,Dollar,1,2,6.3,90,47,0.65
error: undefined method `first' for nil:NilClass,Katie,O'Fogerty,kofogertyfz@tinypic.com,39,F,Columbus,OH,United States,Chicago Bulls,Anthony Davis,Los Angeles Sparks,sweatshirts,Dollar,1,8,7.9,70,59,0.35
error: undefined method `first' for nil:NilClass,Philipa,Goretti,pgorettig0@issuu.com,71,F,Gainesville,FL,United States,Denver Nuggets,Myles Turner,,posters,Dollar,0,3,6.4,86,73,0.66
error: undefined method `first' for nil:NilClass,Beau,Edgeller,bedgellerg1@icq.com,24,M,Washington,DC,United States,Dallas Mavericks,John Collins,,posters,Dollar,6,5,4.8,79,60,0.55
error: undefined method `first' for nil:NilClass,Trefor,Vyse,tvyseg2@weather.com,55,M,Bryan,TX,United States,Philadelphia 76ers,Jaylen Brown,Phoenix Mercury,blankets,Dollar,5,0,8.5,56,75,0.73
error: undefined method `first' for nil:NilClass,Abagail,Handrick,ahandrickg3@livejournal.com,73,F,Boston,MA,United States,Miami Heat,Anthony Davis,,water bottles,Dollar,6,8,6.6,71,74,0.61
error: undefined method `first' for nil:NilClass,Meir,Petow,mpetowg4@unblog.fr,42,M,Pompano Beach,FL,United States,Golden State Warriors,Jimmy Butler,,posters,Dollar,2,3,5.9,86,58,0.63
error: undefined method `first' for nil:NilClass,Barbi,Bambra,bbambrag5@free.fr,39,F,Denver,CO,United States,Miami Heat,Jamal Murray,,blankets,Dollar,3,0,6.1,74,44,0.53
error: undefined method `first' for nil:NilClass,Netty,Gartan,ngartang6@angelfire.com,74,F,Amarillo,TX,United States,Dallas Mavericks,Kristaps Porzingis,Las Vegas Aces,hats,Dollar,0,7,5.3,74,59,0.64
error: undefined method `first' for nil:NilClass,Janice,Cape,jcapeg7@netscape.com,66,F,Sacramento,CA,United States,Golden State Warriors,Jimmy Butler,Chicago Sky,keychains,Dollar,5,1,4.7,47,56,0.6
error: undefined method `first' for nil:NilClass,Karoly,Adamini,kadaminig8@baidu.com,18,M,Charlottesville,VA,United States,Golden State Warriors,Trae Young,,water bottles,Dollar,3,4,6.2,67,71,0.81
error: undefined method `first' for nil:NilClass,Weston,Bernardez,wbernardezg9@ted.com,56,M,New York City,NY,United States,Philadelphia 76ers,Trae Young,Las Vegas Aces,socks,Dollar,2,8,10.9,52,44,0.5
error: undefined method `first' for nil:NilClass,Suzann,Earwicker,searwickerga@baidu.com,80,F,Des Moines,IA,United States,Chicago Bulls,Rudy Gobert,Washington Mystics,jerseys,Dollar,4,6,10.5,36,64,0.42
error: undefined method `first' for nil:NilClass,Rozella,Dain,rdaingb@ucla.edu,62,F,Sacramento,CA,United States,Philadelphia 76ers,Jimmy Butler,Las Vegas Aces,backpacks,Dollar,1,6,7.9,69,66,0.79
error: undefined method `first' for nil:NilClass,Nikoletta,Flippini,nflippinigc@imgur.com,74,F,Chicago,IL,United States,Los Angeles Lakers,Julius Randle,,keychains,Dollar,4,4,4.1,68,55,0.36
error: undefined method `first' for nil:NilClass,Meier,Jessup,mjessupgd@bloomberg.com,68,M,Tempe,AZ,United States,Dallas Mavericks,Bradley Beal,Los Angeles Sparks,phone cases,Dollar,3,6,5.8,78,47,0.52
error: undefined method `first' for nil:NilClass,Ginger,Mabe,gmabege@wired.com,70,F,Detroit,MI,United States,Los Angeles Lakers,Luka Doncic,Phoenix Mercury,sweatshirts,Dollar,0,0,5.7,48,66,0.63
error: undefined method `first' for nil:NilClass,Caryn,Attew,cattewgf@java.com,74,F,Omaha,NE,United States,Miami Heat,Jimmy Butler,Chicago Sky,sweatshirts,Dollar,2,6,11.4,42,66,0.78
error: undefined method `first' for nil:NilClass,Lucita,Gainsboro,lgainsborogg@gravatar.com,57,F,Pittsburgh,PA,United States,Dallas Mavericks,Kyrie Irving,Los Angeles Sparks,hats,Dollar,4,5,7.3,71,51,0.64
error: undefined method `first' for nil:NilClass,Maje,Breeze,mbreezegh@comsenz.com,45,M,Escondido,CA,United States,Chicago Bulls,Jimmy Butler,Dallas Wings,socks,Dollar,3,3,9.5,32,65,0.65
error: undefined method `first' for nil:NilClass,Hillard,Cerro,hcerrogi@springer.com,62,M,Merrifield,VA,United States,Los Angeles Lakers,Damian Lillard,Minnesota Lynx,phone cases,Dollar,5,7,10.0,78,62,0.79
error: undefined method `first' for nil:NilClass,Donalt,Tellett,dtellettgj@state.tx.us,64,M,Bethlehem,PA,United States,Toronto Raptors,Shai Gilgeous-Alexander,,blankets,Dollar,3,4,6.8,46,73,0.51
error: undefined method `first' for nil:NilClass,Louise,Bullerwell,lbullerwellgk@imgur.com,62,F,Canton,OH,United States,Houston Rockets,Deandre Ayton,Los Angeles Sparks,backpacks,Dollar,5,6,6.8,89,65,0.69
error: undefined method `first' for nil:NilClass,Kata,Moncreiff,kmoncreiffgl@ovh.net,63,F,Glendale,CA,United States,Los Angeles Lakers,Giannis Antetokounmpo,,jerseys,Dollar,5,0,6.2,68,42,0.6
error: undefined method `first' for nil:NilClass,Philbert,Westell,pwestellgm@arstechnica.com,80,M,Columbia,SC,United States,Chicago Bulls,Shai Gilgeous-Alexander,Atlanta Dream,hats,Dollar,4,1,9.2,38,79,0.4
error: undefined method `first' for nil:NilClass,Lemmie,Richings,lrichingsgn@slate.com,29,M,Baltimore,MD,United States,Denver Nuggets,Trae Young,,phone cases,Dollar,3,8,4.1,55,66,0.74
error: undefined method `first' for nil:NilClass,Daisy,Cockayme,dcockaymego@unesco.org,72,F,Long Beach,CA,United States,Los Angeles Lakers,Damian Lillard,Seattle Storm,posters,Dollar,1,7,10.3,37,57,0.8
error: undefined method `first' for nil:NilClass,Sadella,Massot,smassotgp@a8.net,69,F,Honolulu,HI,United States,Toronto Raptors,Bam Adebayo,Washington Mystics,water bottles,Dollar,1,7,11.4,63,54,0.55
error: undefined method `first' for nil:NilClass,August,McCoole,amccoolegq@bbb.org,55,M,Mobile,AL,United States,Philadelphia 76ers,Kawhi Leonard,Minnesota Lynx,hats,Dollar,1,8,11.7,68,69,0.57
error: undefined method `first' for nil:NilClass,Bren,Schwandner,bschwandnergr@kickstarter.com,39,F,San Bernardino,CA,United States,Los Angeles Lakers,Brandon Ingram,Las Vegas Aces,socks,Dollar,3,0,7.6,60,80,0.66
error: undefined method `first' for nil:NilClass,Gifford,Chetter,gchettergs@woothemes.com,69,M,Clearwater,FL,United States,Golden State Warriors,Rudy Gobert,Washington Mystics,phone cases,Dollar,0,1,11.1,59,74,0.53
error: undefined method `first' for nil:NilClass,Levey,Rundle,lrundlegt@histats.com,24,M,Anchorage,AK,United States,Dallas Mavericks,Luka Doncic,Minnesota Lynx,jerseys,Dollar,4,6,6.5,87,64,0.42
error: undefined method `first' for nil:NilClass,Aurthur,Coxhead,acoxheadgu@canalblog.com,67,M,New York City,NY,United States,Toronto Raptors,Dejounte Murray,Las Vegas Aces,backpacks,Dollar,4,4,7.4,90,67,0.51
error: undefined method `first' for nil:NilClass,Abra,Earey,aeareygv@tinyurl.com,19,F,Portland,OR,United States,Los Angeles Lakers,D'Angelo Russell,Chicago Sky,keychains,Dollar,3,8,11.5,40,74,0.74
error: undefined method `first' for nil:NilClass,Sophronia,Guisby,sguisbygw@tamu.edu,32,F,Los Angeles,CA,United States,Philadelphia 76ers,Jamal Murray,Seattle Storm,blankets,Dollar,5,1,4.1,72,52,0.79
error: undefined method `first' for nil:NilClass,Georgianne,Avrahamian,gavrahamiangx@ocn.ne.jp,62,F,Baton Rouge,LA,United States,Chicago Bulls,John Collins,Atlanta Dream,socks,Dollar,0,0,11.4,44,48,0.49
error: undefined method `first' for nil:NilClass,Dre,Fratczak,dfratczakgy@cisco.com,54,F,Salt Lake City,UT,United States,Chicago Bulls,Karl-Anthony Towns,,keychains,Dollar,1,2,11.3,85,49,0.41
error: undefined method `first' for nil:NilClass,Ardelia,Deniset,adenisetgz@altervista.org,66,F,Saint Augustine,FL,United States,Boston Celtics,Joel Embiid,Minnesota Lynx,hats,Dollar,1,4,5.0,49,43,0.78
error: undefined method `first' for nil:NilClass,Jamison,Aubury,jauburyh0@cpanel.net,31,M,Yonkers,NY,United States,Dallas Mavericks,Zion Williamson,Seattle Storm,phone cases,Dollar,6,5,10.7,58,61,0.55
error: undefined method `first' for nil:NilClass,Reeta,Broughton,rbroughtonh1@github.io,18,F,Petaluma,CA,United States,Golden State Warriors,Kyle Lowry,Seattle Storm,phone cases,Dollar,1,7,5.6,50,67,0.46
error: undefined method `first' for nil:NilClass,Darill,Stickells,dstickellsh2@blogspot.com,35,M,Young America,MN,United States,Miami Heat,Chris Paul,Atlanta Dream,posters,Dollar,4,0,7.7,71,74,0.3
error: undefined method `first' for nil:NilClass,Marianna,Fright,mfrighth3@mysql.com,50,F,Los Angeles,CA,United States,Miami Heat,Bradley Beal,Seattle Storm,backpacks,Dollar,5,7,5.6,71,48,0.46
error: undefined method `first' for nil:NilClass,Homere,Bruneton,hbrunetonh4@hatena.ne.jp,23,M,Dayton,OH,United States,Houston Rockets,CJ McCollum,Atlanta Dream,phone cases,Dollar,6,1,11.2,45,76,0.41
error: undefined method `first' for nil:NilClass,Oliviero,Harroll,oharrollh5@ibm.com,69,M,Cedar Rapids,IA,United States,Los Angeles Lakers,Domantas Sabonis,Los Angeles Sparks,phone cases,Dollar,1,7,11.0,47,59,0.46
error: undefined method `first' for nil:NilClass,Kyla,Iannello,kiannelloh6@wufoo.com,76,F,San Angelo,TX,United States,Dallas Mavericks,Kristaps Porzingis,Los Angeles Sparks,hats,Dollar,4,7,10.3,49,54,0.78
error: undefined method `first' for nil:NilClass,Marshall,Dillaway,mdillawayh7@nationalgeographic.com,59,M,San Rafael,CA,United States,Chicago Bulls,Klay Thompson,,socks,Dollar,1,5,5.5,47,55,0.54
error: undefined method `first' for nil:NilClass,Susie,Gude,sgudeh8@bloglines.com,22,F,Iowa City,IA,United States,Golden State Warriors,Pascal Siakam,Chicago Sky,backpacks,Dollar,3,3,11.9,34,63,0.58
error: undefined method `first' for nil:NilClass,Amitie,McCleverty,amcclevertyh9@mapy.cz,64,F,Fort Collins,CO,United States,Philadelphia 76ers,Ben Simmons,New York Liberty,water bottles,Dollar,3,6,6.2,59,73,0.36
error: undefined method `first' for nil:NilClass,Mill,Doig,mdoigha@infoseek.co.jp,24,M,Saint Paul,MN,United States,Chicago Bulls,Anthony Davis,Minnesota Lynx,keychains,Dollar,6,4,5.7,78,45,0.56
error: undefined method `first' for nil:NilClass,Horton,Hardiker,hhardikerhb@freewebs.com,45,M,Dallas,TX,United States,Denver Nuggets,Kevin Durant,Washington Mystics,posters,Dollar,1,6,5.7,71,74,0.57
error: undefined method `first' for nil:NilClass,Evey,Castelletti,ecastellettihc@salon.com,56,F,Atlanta,GA,United States,Toronto Raptors,Zion Williamson,Los Angeles Sparks,phone cases,Dollar,1,7,7.0,42,49,0.38
error: undefined method `first' for nil:NilClass,Marv,Brandrick,mbrandrickhd@drupal.org,42,M,Saint Louis,MO,United States,Los Angeles Lakers,Julius Randle,New York Liberty,phone cases,Dollar,1,6,6.3,67,59,0.79
error: undefined method `first' for nil:NilClass,Zebulen,Zavattiero,zzavattierohe@army.mil,31,M,Bakersfield,CA,United States,Dallas Mavericks,Pascal Siakam,,posters,Dollar,4,5,8.4,36,40,0.37
error: undefined method `first' for nil:NilClass,Rosy,Bawcock,rbawcockhf@is.gd,63,F,Davenport,IA,United States,Miami Heat,DeMar DeRozan,Dallas Wings,hats,Dollar,2,7,4.6,62,43,0.75
error: undefined method `first' for nil:NilClass,Sianna,Raith,sraithhg@chronoengine.com,18,F,Jersey City,NJ,United States,Denver Nuggets,Kevin Durant,,jerseys,Dollar,1,5,4.6,67,80,0.42
error: undefined method `first' for nil:NilClass,Sancho,Spadeck,sspadeckhh@sourceforge.net,28,M,Yakima,WA,United States,Golden State Warriors,Kyrie Irving,Minnesota Lynx,sweatshirts,Dollar,3,8,9.0,45,46,0.44
error: undefined method `first' for nil:NilClass,Ximenez,Abba,xabbahi@samsung.com,22,M,El Paso,TX,United States,Toronto Raptors,Zion Williamson,Minnesota Lynx,phone cases,Dollar,3,8,9.5,53,73,0.4
error: undefined method `first' for nil:NilClass,Ardyth,Debney,adebneyhj@mapquest.com,21,F,El Paso,TX,United States,Boston Celtics,Myles Turner,New York Liberty,phone cases,Dollar,5,4,7.5,48,49,0.6
error: undefined method `first' for nil:NilClass,Ki,Guess,kguesshk@t.co,24,F,San Jose,CA,United States,Golden State Warriors,Kawhi Leonard,,sweatshirts,Dollar,4,3,6.4,33,49,0.37
error: undefined method `first' for nil:NilClass,Joaquin,Varney,jvarneyhl@barnesandnoble.com,54,M,Albany,GA,United States,Golden State Warriors,Anthony Davis,Minnesota Lynx,blankets,Dollar,6,6,10.4,32,71,0.63
error: undefined method `first' for nil:NilClass,Brew,Britee,bbriteehm@geocities.com,32,M,Glendale,AZ,United States,Houston Rockets,John Collins,Minnesota Lynx,sweatshirts,Dollar,4,3,10.9,64,61,0.48
error: undefined method `first' for nil:NilClass,Denver,McMichan,dmcmichanhn@paginegialle.it,80,M,Morgantown,WV,United States,Toronto Raptors,Kawhi Leonard,Seattle Storm,blankets,Dollar,3,1,8.7,79,74,0.81
error: undefined method `first' for nil:NilClass,Cassie,Baroux,cbarouxho@about.me,68,M,Denver,CO,United States,Miami Heat,Nikola Jokic,,water bottles,Dollar,0,3,10.1,61,77,0.67
error: undefined method `first' for nil:NilClass,Phineas,Spittall,pspittallhp@spiegel.de,70,M,El Paso,TX,United States,Miami Heat,Bradley Beal,Phoenix Mercury,posters,Dollar,6,7,11.0,35,50,0.33
